第0世代平均適応度 0.000000
 25 : J C N O , Z Z Z Z , C E U R , P Z T G      16
 26 : G C Q O , Z Z Z Z , T E U S , P A T A      16
 27 : W N R O , Z Z Z Z , T E U S , P M T A      16
 28 : J C R O , Z Z Z Z , T E U S , P Z T A      16
 29 : W C Q O , Z Z Z Z , T F U S , P Z T A      16
第215世代平均適応度 16.000000
  0 : J N Q O , Z Z Z Z , C E U S , P Z T I      16
  1 : J C R O , Z Z Z Z , T E U R , P Z T A      16
  2 : W N R O , Z Z Z Z , A E U S , P M T A      16
  3 : J C R O , Z Z Z Z , C E U S , P G T G      16
  4 : W C N M , Z Z Z Z , T E U S , P A T G      16
  5 : W N Q M , Z Z Z Z , T E U S , P Z T G      16
  6 : W N Q O , Z Z Z Z , T E U S , P G T G      16
  7 : W C R O , Z Z Z Z , T F U S , P M T A      16
  8 : W C R O , Z Z Z Z , T F U S , P M T G      16
  9 : G C R O , Z Z Z Z , C E U S , P A T A      16
 10 : W C Q O , Z Z Z Z , T E U S , P Z T G      16
 11 : G C N O , Z Z Z Z , T E U S , Y Z T A      16
 12 : W C Q O , Z Z Z Z , C E U S , P G T G      16
 13 : W C Q O , Z Z Z Z , C E U S , P G T A      16
 14 : W C Q O , Z Z Z Z , H E U R , P Z T A      16
 15 : G C N M , Z Z Z Z , C E U S , P A T G      16
 16 : W C Q O , Z Z Z Z , T E U S , P Z T G      16
 17 : J C Q M , Z Z Z Z , T F U S , P Z T A      16
 18 : G C N O , Z Z Z Z , T E U S , Y Z T A      16
 19 : R N R O , Z Z Z Z , C E U S , P Z T A      16
 20 : J C R O , Z Z Z Z , T E U S , P Z T A      16
 21 : J C N M , Z Z Z Z , C E H S , P Z T A      16
 22 : L U Q O , Z Z Z Z , X E U S , P A T G      16
 23 : G C Q O , Z Z Z Z , C E U S , P A T A      16
 24 : J C N O , Z Z Z Z , C E H S , P Z T A      16
 25 : W N R O , Z Z Z Z , T E U S , P Z T A      16
 26 : G C N O , Z Z Z Z , C Z U S , P A T A      16
 27 : J C N M , Z Z Z Z , C E U S , P Z T A      16
 28 : G C N O , Z Z Z Z , C E U S , P Z T A      16
 29 : W C N O , Z Z Z Z , C E H S , P Z D A      16
第216世代平均適応度 16.000000
  0 : J N Q O , Z Z Z Z , T E U S , P Z T I      16
  1 : G N N O , Z Z Z Z , T E U S , P Z T A      16
  2 : G C N O , Z Z Z Z , T E U S , Y Z T G      16
  3 : G C N O , Z Z Z Z , C E U S , P Z D A      16
  4 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
  5 : W N Q O , Z Z Z Z , T E U S , P Z D I      16
  6 : G C N O , Z Z Z Z , T Z U S , P A T A      16
  7 : W N Q M , Z Z Z Z , T E U S , P Z T G      16
  8 : J C Q M , Z Z Z Z , T E U S , P G T G      16
  9 : G C N O , Z Z Z Z , T E U S , Y Z T A      16
 10 : W C R O , Z Z Z Z , T E U S , P Z T G      16
 11 : J N Q M , Z Z Z Z , T E U S , P Z T G      16
 12 : G C R O , Z Z Z Z , C E U S , P A T A      16
 13 : W C R M , Z Z Z Z , T E U S , P Z T A      16
 14 : W C Q M , Z Z Z Z , T E U S , P Z T G      16
 15 : J C R O , Z Z Z Z , C E U S , P G T A      16
 16 : J C Q O , Z Z Z Z , T F U S , P Z T A      16
 17 : G C Q O , Z Z Z Z , T E U S , Y Z T A      16
 18 : W C N O , Z Z Z Z , C E U S , P G T A      16
 19 : W C N O , Z Z Z Z , C E U S , P L T G      16
 20 : J C R O , Z Z Z Z , C E U S , P G T G      16
 21 : W C R O , Z Z Z Z , C E H S , P A T A      16
 22 : R N Q O , Z Z Z Z , C E U S , P Z T A      16
 23 : W C N O , Z Z Z Z , T E U S , P Z T G      16
 24 : J C R M , Z Z Z Z , C E U R , P Z T A      16
 25 : G N N O , Z Z Z Z , C E U S , P A T G      16
 26 : W N R O , Z Z Z Z , C E U S , P Z T A      16
 27 : G C N O , Z Z Z Z , T E U S , P A T G      16
 28 : W C N M , Z Z Z Z , C E U S , P Z T A      16
 29 : W C N O , Z Z Z Z , C E U S , P Z T A      16
第217世代平均適応度 16.000000
  0 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
  1 : J C Q O , Z Z Z Z , T F U S , P Z T A      16
  2 : W C N O , Z Z Z Z , C Z U S , P L T A      16
  3 : G C N O , Z Z Z Z , T E U S , Y Z T A      16
  4 : G C Q O , Z Z Z Z , T E U S , P Z T A      16
  5 : W C N O , Z Z Z Z , C E U S , P G T A      16
  6 : G N N O , Z Z Z Z , C E U S , P A T G      16
  7 : J N Q O , Z Z Z Z , T E U S , P Z T G      16
  8 : J C N O , Z Z Z Z , T E U S , Y Z T A      16
  9 : W C Q O , Z Z Z Z , T E U S , Y G T A      16
 10 : G C N O , Z Z Z Z , T E U S , Y Z T A      16
 11 : W C Q O , Z Z Z Z , T E U S , P Z T G      16
 12 : J N N O , Z Z Z Z , T E U S , P Z T A      16
 13 : G C R O , Z Z Z Z , T E U S , P A T G      16
 14 : G C R O , Z Z Z Z , C E U S , P A T A      16
 15 : J C R M , Z Z Z Z , T E U S , P Z T A      16
 16 : J C Q M , Z Z Z Z , C E U S , P G T A      16
 17 : W C Q O , Z Z Z Z , C E U S , P Z T A      16
 18 : W C N O , Z Z Z Z , C E U S , P Z T G      16
 19 : R N Q O , Z Z Z Z , C E U S , P Z T A      16
 20 : G C N O , Z Z Z Z , T Z U S , P A T A      16
 21 : J C N O , Z Z Z Z , C E U S , P G T G      16
 22 : W C Q M , Z Z Z Z , T E U S , P Z T G      16
 23 : W C N M , Z Z Z Z , C E U S , P Z T A      16
 24 : G C N O , Z Z Z Z , T Z U S , P A T A      16
 25 : W C Q M , Z Z Z Z , T E U S , P G T A      16
 26 : J C Q O , Z Z Z Z , T Z U S , P Z T A      16
 27 : J C R M , Z Z Z Z , T E U R , P Z T G      16
 28 : J C Q M , Z Z Z Z , T E U S , P Z T A      16
 29 : W N Q O , Z Z Z Z , T E U S , Y Z T A      16
第218世代平均適応度 16.000000
  0 : G C N O , Z Z Z Z , T E U S , Y Z T A      16
  1 : W N Q O , Z Z Z Z , T E U S , Y Z T A      16
  2 : W C P M , Z Z Z Z , T E U S , P Z T G      16
  3 : G C R M , Z Z Z Z , T E U S , P A T G      16
  4 : R C Q M , Z Z Z Z , T E U S , P Z T A      16
  5 : W C Q O , Z Z Z Z , T E U S , P U T G      16
  6 : W C Q O , Z Z Z Z , T E U S , P Z T G      16
  7 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
  8 : W C N M , Z Z Z Z , C E U S , P Z T A      16
  9 : W C Q M , Z Z Z Z , T E U S , P Z T G      16
 10 : G C N O , Z Z Z Z , C E U S , P A T G      16
 11 : W C R M , Z Z Z Z , T E U S , P Z T G      16
 12 : W C N O , Z Z Z Z , T E U S , P G T A      16
 13 : J C Q O , Z Z Z Z , C E U S , P Z T A      16
 14 : G C N O , Z Z Z Z , T E U S , Y Z T A      16
 15 : W C R M , Z Z Z Z , C E U S , P G T A      16
 16 : G C Q O , Z Z Z Z , T E U S , P A T A      16
 17 : W C Q O , Z Z Z Z , T E U S , P Z T G      16
 18 : J C Q M , Z Z Z Z , T F U S , P Z T A      16
 19 : W C Q O , Z Z Z Z , C E U S , Y G T A      16
 20 : J C Q M , Z Z Z Z , O E U S , P G T A      16
 21 : J N Q M , Z Z Z Z , T E U S , P Z T A      16
 22 : J C R M , Z Z Z Z , T E U S , P Z T A      16
 23 : R N Q P , Z Z Z Z , T E U S , P Z T A      16
 24 : W C N O , Z Z Z Z , C E U S , P Z T G      16
 25 : W C Q O , Z Z Z Z , T E U S , P Z T A      16
 26 : J C N O , Z Z Z Z , T Z U S , P G T A      16
 27 : J C R O , Z Z Z Z , T E U S , P A T A      16
 28 : G C N O , Z Z Z Z , T E U S , P Z T A      16
 29 : G C R O , Z Z Z Z , T E U S , P A T G      16
第219世代平均適応度 16.000000
  0 : W C Q M , Z Z Z Z , T F U S , P Z T G      16
  1 : W C Q O , Z Z Z Z , C E U S , Y G T A      16
  2 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
  3 : W N Q O , Z Z Z Z , T E U S , P A T G      16
  4 : W C N O , Z Z Z Z , T E U S , P G T A      16
  5 : R N Q P , Z Z Z Z , C E U S , P Z T A      16
  6 : W N Q M , Z Z Z Z , T E U S , P Z T G      16
  7 : J C N O , Z Z Z Z , T E U S , P G T A      16
  8 : G C N O , Z Z Z Z , T Z U S , Y Z T A      16
  9 : W N Q M , Z Z Z Z , T E U S , P Z T G      16
 10 : W N N O , Z Z Z Z , L E U S , Y Z T A      16
 11 : W C Q O , Z Z Z Z , C E U S , P M T A      16
 12 : W C Q O , Z Z Z Z , T E U S , P U T G      16
 13 : R C Q P , Z Z Z Z , T E U S , P Z T A      16
 14 : W C Q M , Z Z Z Z , T E U S , P Z T A      16
 15 : J C Q M , Z Z Z Z , O E U S , P G T A      16
 16 : W C Q M , Z Z Z Z , O E U S , P Z T A      16
 17 : W C R O , Z Z Z Z , T E U S , P G T X      16
 18 : W C R M , Z Z Z Z , T E U S , P Z T A      16
 19 : W C N M , Z Z Z Z , C E U S , P Z T A      16
 20 : J C R M , Z Z Z Z , T E U S , P Z T A      16
 21 : W C N M , Z Z Z Z , T E U S , P G T A      16
 22 : G C N M , Z Z Z Z , T E U S , P Z T A      16
 23 : W C Q M , Z Z Z Z , C E U S , P U T G      16
 24 : J N Q O , Z Z Z Z , T E U S , L Z T A      16
 25 : W C P M , Z Z Z Z , C E U S , P Z T G      16
 26 : W C Q M , Z Z Z Z , T E U S , P G T G      16
 27 : W C N O , Z Z Z Z , T E U S , P Z T G      16
 28 : G C R O , Z Z Z Z , T E U S , Y Z T A      16
 29 : R C Q P , Z Z Z Z , T E U S , P Z T A      16
第220世代平均適応度 16.000000
  0 : G C Q O , Z Z Z Z , T E U S , P A T G      16
  1 : W N Q O , Z Z Z Z , T E U S , P Z T G      16
  2 : R N Q P , Z Z Z Z , T E U S , P Z T A      16
  3 : W C Q M , Z Z Z Z , T E U S , P G T X      16
  4 : W N N O , Z Z Z Z , C E U S , Y Z T A      16
  5 : W C Q M , Z Z Z Z , C E U S , P U T G      16
  6 : W Y N M , Z Z Z Z , T E U S , Y Z T A      16
  7 : J C Q M , Z Z Z Z , T E U S , P G T A      16
  8 : W C Q M , Z Z Z Z , C E U S , P Z T G      16
  9 : W C B O , Z Z Z Z , T E U S , P Z T G      16
 10 : W C R M , Z Z Z Z , T F U S , P Z T A      16
 11 : G C N M , Z Z Z Z , T E U S , P Z T A      16
 12 : J C N M , Z Z Z Z , C E U S , P G T G      16
 13 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
 14 : W C N O , Z Z Z Z , C E U S , P G T A      16
 15 : J C Q M , Z Z Z Z , T E U S , P Z T A      16
 16 : R N Q P , Z Z Z Z , C E U S , P Z T A      16
 17 : J C Q O , Z Z Z Z , T E U S , P G T A      16
 18 : R C Q O , Z Z Z Z , C E U S , Y G T A      16
 19 : R N Q P , Z Z Z Z , L E U S , P Z T A      16
 20 : W N N M , Z Z Z Z , L E U S , Y Z T A      16
 21 : W C P M , Z Z Z Z , T E U S , F Z T G      16
 22 : W C Q O , Z Z Z Z , T E U S , P Z T A      16
 23 : W C Q O , Z Z Z Z , C E U S , Y G T A      16
 24 : W C N M , Z Z Z Z , T E U S , P G T A      16
 25 : W C Q O , Z Z Z Z , T E U S , P A T A      16
 26 : W C Q M , Z Z Z Z , O E U S , P Z T A      16
 27 : W C N M , Z Z Z Z , T E U S , P G T A      16
 28 : W C R O , Z Z Z Z , T E U S , P G T X      16
 29 : W N N M , Z Z Z Z , T E U S , P G T G      16
第221世代平均適応度 15.500000
  0 : J N N M , Z Z Z Z , T E U S , P G T G      16
  1 : W C N O , Z Z Z Z , T E U S , P Z T A      16
  2 : W C Q O , Z Z Z Z , T E U S , P A T G      16
  3 : W C R M , Z Z Z Z , C E U S , P G T G      16
  4 : W C Q O , Z Z Z Z , T E U S , P G T A      16
  5 : W C Q O , Z Z Z Z , T E U S , P G T A      16
  6 : J N Q M , Z Z Z Z , C E U S , P G T A      16
  7 : G C R M , Z Z Z Z , T E U S , P G T X      16
  8 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
  9 : G C N M , Z Z Z Z , T E U S , P G T A      16
 10 : J C Q M , Z Z Z Z , C E U S , P G T G      16
 11 : W C Q P , Z Z Z Z , T E U S , P G T A      16
 12 : W N N M , Z Z Z Z , O E U S , P G T A      16
 13 : W C Q O , Z Z Z Z , T E U S , P G T A      16
 14 : W N N M , Z Z Z Z , T E U S , P G T G      16
 15 : W C Q M , Z Z Z Z , O E U S , P G T A      16
 16 : W N N M , Z Z Z Z , T E U S , P Z T A      16
 17 : J C N O , Z Z N Z , T E U S , P G T A      1
 18 : W C N M , Z Z Z Z , T E U S , P Z T G      16
 19 : G C B M , Z Z Z Z , T E U S , P Z T A      16
 20 : W C Q O , Z Z Z Z , C E U S , Y A T A      16
 21 : W C R M , Z Z Z Z , T E U S , P Z T A      16
 22 : W C Q M , Z Z Z Z , T D U S , P G T A      16
 23 : W C N M , Z Z Z Z , Q E U S , P Z T A      16
 24 : J C N M , Z Z Z Z , C E U S , P Z T A      16
 25 : W C B M , Z Z Z Z , T E U S , P G T A      16
 26 : W C Q M , Z Z Z Z , T F U S , P U T G      16
 27 : W C N M , Z Z Z Z , C E U S , P G T G      16
 28 : J C R M , Z Z Z Z , T F U S , P Z T A      16
 29 : R N Q P , Z Z Z Z , C E U S , P Z T A      16
第222世代平均適応度 16.000000
  0 : K C Q M , Z Z Z Z , T D U S , P A T A      16
  1 : J C N M , Z Z Z Z , T E U S , P Z T G      16
  2 : J C R M , Z Z Z Z , C E U S , P Z T A      16
  3 : W C Q O , Z Z Z Z , K E U S , P G T G      16
  4 : J C Q M , Z Z Z Z , T E U S , P A T A      16
  5 : J C N O , Z Z Z Z , T E U S , P G T G      16
  6 : W N Q M , Z Z Z Z , T E U S , P G T G      16
  7 : J C N M , Z Z Z Z , T F U S , P Z T A      16
  8 : W C Q P , Z Z Z Z , T E U S , P G T A      16
  9 : W N N M , Z Z Z Z , T E U S , P Z T A      16
 10 : W C N O , Z Z Z Z , T E U S , P G T A      16
 11 : W N N M , Z Z Z Z , T D U S , P Z T A      16
 12 : R N N O , Z Z Z Z , T E U S , P Z T A      16
 13 : J C Q O , Z Z Z Z , T F U S , P G T A      16
 14 : G C Q M , Z Z Z Z , T E U S , P G T A      16
 15 : W C R O , Z Z Z Z , T E U S , P G T X      16
 16 : W C Q M , Z Z Z Z , T D U S , P C T A      16
 17 : W C N O , Z Z Z Z , T E U S , P Z T A      16
 18 : W C Q O , Z Z Z Z , T E U S , P Z T A      16
 19 : W C Q O , Z Z Z Z , T E U S , P A T G      16
 20 : W C Q M , Z Z Z Z , T F U S , I A T G      16
 21 : W N Q O , Z Z Z Z , C E U S , P G T G      16
 22 : W C Q O , Z Z Z Z , T E U S , P G T A      16
 23 : W C Q O , Z Z Z Z , T E U S , P G T A      16
 24 : J C Q M , Z Z Z Z , C E U S , P Z T A      16
 25 : W C N M , Z Z Z Z , O E U S , P G T C      16
 26 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
 27 : W N N M , Z Z Z Z , O E U S , P G T G      16
 28 : W C Q O , Z Z Z Z , T E U S , P G T A      16
 29 : J C Q O , Z Z Z Z , T E U S , P G T A      16
第223世代平均適応度 16.000000
  0 : J C N M , Z Z Z Z , T F U S , P Z T G      16
  1 : W C Q O , Z Z Z Z , T E U S , P Z T A      16
  2 : W C Q M , Z Z Z Z , T E U S , P G T A      16
  3 : W C N M , Z Z Z Z , C E U S , P Z T A      16
  4 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
  5 : J C R O , Z Z Z Z , T E U S , P G T A      16
  6 : J C N M , Z Z Z Z , T E U S , P Z T A      16
  7 : W C N M , Z Z Z Z , T D U S , P C T A      16
  8 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
  9 : W N N M , Z Z Z Z , T E U S , P Z T A      16
 10 : J C N M , Z Z Z Z , T D U S , P A T A      16
 11 : W C N O , Z Z Z Z , T E U S , P G T A      16
 12 : W N N M , Z Z Z Z , T E U S , P Z T A      16
 13 : W C Q O , Z Z Z Z , T E U S , P G T A      16
 14 : W C N O , Z Z Z Z , T E U S , P G T A      16
 15 : K C Q M , Z Z Z Z , T D U S , P A T A      16
 16 : W C Q O , Z Z Z Z , T D U S , P G T A      16
 17 : W N N M , Z Z Z Z , O E U S , P G T A      16
 18 : W C Q O , Z Z Z Z , T E U S , P G T X      16
 19 : G C Q O , Z Z Z Z , T E U S , P Z T A      16
 20 : K C Q M , Z Z Z Z , V F U S , P Z T A      16
 21 : W C N O , Z Z Z Z , T E U S , P Z T A      16
 22 : J N N O , Z Z Z Z , T E U S , P G T G      16
 23 : J N Q M , Z Z Z Z , O E U S , P Z T G      16
 24 : W C R O , Z Z Z Z , T E U S , P G T X      16
 25 : W C R O , Z Z Z Z , K E U S , P G T G      16
 26 : W C Z M , Z Z Z Z , T D U S , P A T A      16
 27 : R N N O , Z Z Z Z , T E U S , P Z T C      16
 28 : W C N O , Z Z Z Z , T E U S , P G T A      16
 29 : J C N M , Z Z Z Z , T E U S , P G T A      16
第224世代平均適応度 16.000000
  0 : J C N M , Z Z Z Z , T E U S , P G T A      16
  1 : W N Q O , Z Z Z Z , T E U S , P Z T C      16
  2 : W N N O , Z Z Z Z , T E U S , P Z T A      16
  3 : W C R M , Z Z Z Z , T D U S , P G T X      16
  4 : J C N O , Z Z Z Z , T E U S , P A T A      16
  5 : R C N M , Z Z Z Z , T E U S , P G T A      16
  6 : J C N M , Z Z Z Z , T E U S , P Z T A      16
  7 : W C Q O , Z Z Z Z , T E U S , P G T A      16
  8 : W C N O , Z Z Z Z , C E U S , P Z T A      16
  9 : W N Q O , Z Z Z Z , T E U S , P Z T G      16
 10 : W C R O , Z Z Z Z , T E U S , P G T X      16
 11 : W C Q O , Z Z Z Z , T E U S , P G T A      16
 12 : W N N O , Z Z Z Z , T E U S , P Z T A      16
 13 : W C N M , Z Z Z Z , T E U S , P A T A      16
 14 : W C Q O , Z Z Z Z , T E U S , P G T A      16
 15 : W C N M , Z Z Z Z , T E U S , P G T A      16
 16 : J C N M , Z Z Z Z , T E U S , P G T A      16
 17 : W C N M , Z Z Z Z , T D U S , P C T A      16
 18 : J C Q M , Z Z Z Z , T D U S , P Z T A      16
 19 : W C Q O , Z Z Z Z , T E U S , P G T X      16
 20 : W C N M , Z Z Z Z , C D U S , P A V A      16
 21 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
 22 : J R Q O , Z Z Z Z , T D U S , P Z T A      16
 23 : J C N M , Z Z Z Z , T E U S , T Z T A      16
 24 : J C N M , Z Z Z Z , T E U S , P Z T A      16
 25 : W C R O , Z Z Z Z , T E U S , P G T A      16
 26 : J C Q O , Z Z Z Z , T E U S , P Z T A      16
 27 : W C N M , Z Z Z Z , T E U S , P Z T A      16
 28 : J C Q M , Z Z Z Z , O E U S , P G T X      16
 29 : W C Z M , Z Z Z Z , T D U S , P A T A      16
第225世代平均適応度 14.966667
  0 : W C R O , Z Z Z Z , T E U S , P G T X      16
  1 : W C N O , Z Z Z Z , T E U S , P Z T A      16
  2 : J C N O , Z Z Z Z , C E U S , P A T A      16
  3 : J C N M , Z Z Z Z , T E U S , P Z T A      16
  4 : J C N M , Z Z Z Z , T E U S , P Z T A      16
  5 : W C Q M , Z Z Z Z , T E U S , P G T A      16
  6 : W C Q O , Z Z Z Z , T E U S , P Z T A      16
  7 : J C N M , Z Z Z Z , U E U S , P A T A      16
  8 : W N N O , Z Z Z Z , T E U S , P Z T C      16
  9 : W C N O , Z Z Z Z , T E U S , P Z T A      16
 10 : J C N M , Z Z Z Z , T E U S , P Z T A      16
 11 : J C Q M , P Z Z Z , T E U S , P Z T A      1
 12 : J C N M , Z Z Z Z , T E U S , P Z T A      16
 13 : W N N O , Z Z Q Z , T E U S , P Z T A      0
 14 : W C R O , Z Z Z Z , T E U S , P G T L      16
 15 : J C N M , Z Z Z Z , O E U S , P G T X      16
 16 : W N N M , Z Z Z Z , C E U S , P Z T G      16
 17 : W C Q M , Z Z Z Z , T E U S , P Z T G      16
 18 : W C N O , Z Z Z Z , T E U S , P Z T A      16
 19 : W C N M , Z Z Z Z , T E U S , P G T A      16
 20 : W C N M , Z Z Z Z , T E U S , P G T A      16
 21 : J R N O , Z Z Z Z , T D U S , P G T A      16
 22 : J C Q M , Z Z Z Z , T E U S , P Z T A      16
 23 : W C R O , Z Z Z Z , T E U S , P G T R      16
 24 : J C N M , Z Z Z Z , T E U S , P G T A      16
 25 : J C N M , Z Z Z Z , C E U S , P Z V A      16
 26 : W C Q O , Z Z Z Z , T E U S , F Z T A      16
 27 : W C N M , Z Z Z Z , C E U S , P G T A      16
 28 : J N N M , Z Z Z Z , T E U S , T Z T A      16
 29 : J C N M , Z Z Z Z , T E U S , T Z T A      16
第226世代平均適応度 16.000000
  0 : W N N M , Z Z Z Z , T E U S , P Z T G      16
  1 : J N N M , Z Z Z Z , O E U S , P Z T X      16
  2 : W C Q O , Z Z Z Z , T E U S , P Z T A      16
  3 : W N Q O , Z Z Z Z , T E U S , P G T C      16
  4 : W C N O , Z Z Z Z , C E U S , P A T X      16
  5 : W C N M , Z Z Z Z , A M U S , F Z T A      16
  6 : J C N M , Z Z Z Z , T E U S , P Z T A      16
  7 : J C Q M , Z Z Z Z , T E U S , P Z T A      16
  8 : W C N O , Z Z Z Z , T E U S , P Z T A      16
  9 : W C N M , Z Z Z Z , T E U S , P Z T A      16
 10 : W R N O , Z Z Z Z , T E U S , P Z T A      16
 11 : J C N M , Z Z Z Z , T D U S , P G T A      16
 12 : J C R O , Z Z Z Z , T E U S , P G T A      16
 13 : W C N M , Z Z Z Z , T E U S , P G T A      16
 14 : W C Q M , Z Z Z Z , T E U S , P Z T G      16
 15 : W N N O , Z Z Z Z , T E U S , P Z V A      16
 16 : J C N M , Z Z Z Z , C E U S , P Z T C      16
 17 : W C N M , Z Z Z Z , C E U S , P G T A      16
 18 : J R N M , Z Z Z Z , T D U S , P G T A      16
 19 : J R N O , Z Z Z Z , T E U S , P Z T A      16
 20 : W C N O , Z Z Z Z , T E U S , P Z T A      16
 21 : W C Q O , Z Z Z Z , O E U S , P G T X      16
 22 : W C N M , Z Z Z Z , T E U S , P G T R      16
 23 : J N N M , Z Z Z Z , O E U S , P Z T X      16
 24 : J C N M , Z Z Z Z , T E U S , P G T A      16
 25 : W C R O , Z Z Z Z , T E U S , P G T A      16
 26 : W C N M , Z Z Z Z , C E U S , P G T G      16
 27 : W N N M , Z Z Z Z , C E U S , P G T G      16
 28 : J C N O , Z Z Z Z , T E U S , P Z T A      16
 29 : W C N O , Z Z Z Z , T E U S , P Z T A      16
第227世代平均適応度 16.000000
  0 : W C Q O , Z Z Z Z , T E U S , P Z T G      16
  1 : W C Q O , Z Z Z Z , O E U S , P G T X      16
  2 : J C N M , Z Z Z Z , C D U S , P G T A      16
  3 : W C N O , Z Z Z Z , Y E U S , F Z T A      16
  4 : W C N O , Z Z Z Z , C E U S , P G T C      16
  5 : W N N M , Z Z Z Z , C E U S , P Z T G      16
  6 : W C Q O , Z Z Z Z , T E U S , P Z T A      16
  7 : J C N O , Z Z Z Z , T E U S , P Z T A      16
  8 : J C N O , Z Z Z Z , T E U S , P Z T A      16
  9 : W N N M , Z Z Z Z , T E U S , P G T G      16
 10 : W C N M , Z Z Z Z , T E U S , P G T A      16
 11 : W N Q O , Z Z Z Z , T E U S , P G T C      16
 12 : W R N O , Z Z Z Z , T E U S , P Z T A      16
 13 : W C R O , Z Z Z Z , T E U S , P G T A      16
 14 : W C Q O , Z Z Z Z , T E U S , P G T X      16
 15 : W C Q M , Z Z Z Z , A E U S , F G T A      16
 16 : W C N O , Z Z Z Z , T E U S , P A T X      16
 17 : W C R O , Z Z Z Z , T E U S , P G T A      16
 18 : W C N O , Z Z Z Z , C E U S , P G T X      16
 19 : W C Q O , Z Z Z Z , T E U X , P G T A      16
 20 : J C N M , Z Z Z Z , T E U S , P Z T A      16
 21 : W C N O , Z Z Z Z , C E U S , P A T X      16
 22 : W C N M , Z Z Z Z , C E U S , P G T A      16
 23 : W C N M , Z Z Z Z , T E U S , P G T A      16
 24 : W C N M , Z Z Z Z , A E U S , P Z T G      16
 25 : J C N M , Z Z Z Z , A D U S , P G T A      16
 26 : W C N O , Z Z Z Z , O E U S , P Z T X      16
 27 : W C Q M , Z Z Z Z , T M U S , F Z T A      16
 28 : W N N M , Z Z Z Z , C E U S , P G T R      16
 29 : J C N O , Z Z Z Z , T E U S , P G T A      16
第228世代平均適応度 15.633333
  0 : W N R M , Z Z Z Z , T E U S , P G T A      16
  1 : W C Q M , Z Z Z Z , A E U S , P G T A      16
  2 : J C N O , Z Z Z Z , T E U S , P G T A      16
  3 : W C N M , Z Z Z Z , C E U S , P G T C      16
  4 : W N Q O , Z Z Z Z , T E U S , P Z T A      16
  5 : W C R O , Z Z Z Z , T E U S , P G T A      16
  6 : W C N O , Z Z Z Z , C E U S , P Z T A      16
  7 : W C Q M , Z Z Z Z , L M U S , F G T C      16
  8 : J C R O , Z Z Z Z , T E U S , P Z T A      16
  9 : W C N O , Z Z Z Z , C E U S , P A T C      16
 10 : J C Q M , Z Z Z Z , A M U S , P Z T A      16
 11 : W C N M , Z Z Z Z , T E U S , P G T A      16
 12 : W C N O , Z Z Z Z , T E U S , P G T G      16
 13 : J C N O , Z Z Z Z , T E U S , P Z T A      16
 14 : W C Q O , Z Z Z Z , T E U S , P Z T X      16
 15 : W C N O , D Z Z Z , T E U S , P G T A      5
 16 : J C N M , Z Z Z Z , A D U S , P Z T A      16
 17 : J C N O , Z Z Z Z , T E U S , P Z T A      16
 18 : Z C Q M , Z Z Z Z , O E U S , F Z T A      16
 19 : W C Q M , Z Z Z Z , A E U S , F Z T A      16
 20 : W N Q O , Z Z Z Z , T E U S , P G T X      16
 21 : W C N O , Z Z Z Z , T E U S , P G T A      16
 22 : W C N O , Z Z Z Z , T M U S , P Z T X      16
 23 : W C N O , Z Z Z Z , Y E U S , P A T A      16
 24 : J C N M , Z Z Z Z , C E U S , P G T A      16
 25 : W C Q O , Z Z Z Z , T E U S , F Z T A      16
 26 : W C N M , Z Z Z Z , A E U S , F G T A      16
 27 : W C Q O , Z Z Z Z , T E U S , P G T G      16
 28 : J C N M , Z Z Z Z , C E U S , P A T A      16
 29 : W C N O , Z Z Z Z , C E U S , P A T G      16
第229世代平均適応度 15.633333
  0 : W C Q O , Z Z Z Z , T E U S , P Z T X      16
  1 : W C N M , Z Z Z Z , T E U S , P G T A      16
  2 : W C Q O , Z Z Z Z , T E U S , P G T A      16
  3 : W C N M , Z Z Z Z , C E U S , P Z T A      16
  4 : W C Q M , Z Z Z Z , L E U S , F G T A      16
  5 : W C Q O , Z Z Z Z , T E U S , N G T A      16
  6 : Y C Q O , Z Z Z Z , T E U S , F G T A      16
  7 : W C N O , Z Z Z Z , T E U S , P G T A      16
  8 : J C Q M , Z Z Z Z , A E U S , P G T A      16
  9 : J C N O , Z Z Z Z , T E U S , P Z T G      16
 10 : W C Q O , Z Z Z Z , A E U S , F Z T A      16
 11 : J C N M , Z Z Z Z , T E U S , P Z T A      16
 12 : W C Q O , Z Z Z Z , C E U S , P G T X      16
 13 : W C N M , Z Z Z Z , C E U S , P A T A      16
 14 : W N Q O , Z Z Z Z , T E U S , P Z T A      16
 15 : J C N M , Z Z Z Z , Y D U S , P A T A      16
 16 : W C R O , Z Z Z Z , T E U S , P G T A      16
 17 : J C N M , Z Z Z Z , C D U S , P G T A      16
 18 : W C N O , D Z Z Z , T E U S , P G T G      5
